"GENDER = M";"GENDER = F";"GENDER = C";"GENDER = J";"GENDER = U";"GENDER = A";"homeownr = 0";"homeownr = 1";"NUMCHLD";"INCOME";"WEALTH1";"NUMPROM";"RAMNTALL";"MAXRAMNT";"LASTGIFT";"TIMELAG";"AVGGIFT";"totDays";"CONTROLN";"TARGET_B";"confidence(0)";"confidence(1)";"prediction(TARGET_B)";"profit";"cumulative(profit)"
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;-1.0;50.0;83.0;12.0;12.0;18.0;8.3;577.9583333333334;182243.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;221.4180000000023
0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;4.0;-1.0;46.0;68.0;11.0;11.0;13.0;8.5;577.9583333333334;143772.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;220.34200000000232
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;7.0;22.0;25.0;10.0;10.0;4.0;8.3333333333;577.9583333333334;95162.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;219.26600000000232
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;5.0;2.0;41.0;63.0;12.0;12.0;26.0;9.0;547.9583333333334;73399.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;218.19000000000233
0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;-1.0;-1.0;35.0;183.0;13.0;13.0;3.0;9.6315789474;547.9583333333334;190436.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;217.11400000000233
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;42.0;95.0;10.0;10.0;6.0;8.6363636364;547.9583333333334;22550.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;216.03800000000234
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;8.0;56.0;121.0;12.0;12.0;9.0;9.3076923077;670.0;116008.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;217.60900000000234
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;9.0;69.0;124.0;12.0;10.0;6.0;9.5384615385;547.9583333333334;40520.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;219.18000000000234
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;81.0;183.0;12.0;10.0;6.0;8.7142857143;609.0;79640.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;218.10400000000234
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;-1.0;68.0;165.0;10.0;10.0;11.0;9.7058823529;731.0;55624.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;219.67500000000234
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;7.0;18.0;32.0;12.0;12.0;4.0;10.666666667;456.9583333333333;47025.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;218.59900000000235
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;9.0;68.0;178.0;13.0;13.0;6.0;9.3684210526;609.0;117590.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;217.52300000000236
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;41.0;106.0;12.0;11.0;4.0;9.6363636364;577.9583333333334;31834.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;216.44700000000236
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;-1.0;30.0;54.0;10.0;10.0;2.0;9.0;547.9583333333334;71146.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;218.01800000000236
0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;-1.0;67.0;121.0;12.0;12.0;0.0;8.6428571429;701.0;156929.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;219.58900000000236
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;-1.0;61.0;150.0;12.0;10.0;3.0;9.375;762.0;170976.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;218.51300000000236
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;-1.0;82.0;181.0;14.0;10.0;4.0;9.05;181.95833333333334;186314.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;217.43700000000237
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;24.0;62.0;12.0;10.0;5.0;10.333333333;456.9583333333333;42581.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;216.36100000000238
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;30.0;50.0;14.0;6.0;1.0;8.3333333333;485.9583333333333;72321.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;217.93200000000238
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7.0;-1.0;34.0;50.0;12.0;10.0;13.0;8.3333333333;547.9583333333334;52827.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;216.85600000000238
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;-1.0;68.0;160.0;10.0;10.0;10.0;9.4117647059;547.9583333333334;112461.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;218.42700000000238
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;7.0;35.0;73.0;11.0;10.0;4.0;9.125;670.0;53706.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;217.3510000000024
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;7.0;23.0;34.0;11.0;8.0;6.0;8.5;547.9583333333334;137484.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;216.2750000000024
0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;-1.0;-1.0;72.0;152.0;13.0;7.0;2.0;8.4444444444;547.9583333333334;13854.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;215.1990000000024
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;-1.0;58.0;108.0;11.0;10.0;16.0;8.3076923077;577.9583333333334;57929.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;216.7700000000024
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;5.0;-1.0;43.0;100.0;10.0;10.0;3.0;8.3333333333;547.9583333333334;162650.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;218.3410000000024
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;5.0;8.0;69.0;126.0;12.0;10.0;7.0;9.0;791.9583333333334;127361.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;217.2650000000024
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;7.0;9.0;79.0;190.0;10.0;10.0;6.0;10.0;485.9583333333333;48234.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;218.8360000000024
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;60.0;151.0;13.0;10.0;22.0;9.4375;670.0;107648.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;217.7600000000024
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;-1.0;77.0;320.0;12.0;12.0;2.0;8.8888888889;547.9583333333334;132339.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;219.3310000000024
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;5.0;1.0;43.0;85.0;12.0;12.0;13.0;9.4444444444;547.9583333333334;44776.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;218.2550000000024
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;-1.0;37.0;54.0;12.0;10.0;6.0;9.0;547.9583333333334;176053.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;219.8260000000024
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;-1.0;64.0;150.0;10.0;10.0;6.0;8.8235294118;609.0;32687.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;218.75000000000242
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;38.0;81.0;11.0;10.0;0.0;9.0;547.9583333333334;98821.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;220.3210000000024
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;-1.0;56.0;159.0;13.0;10.0;6.0;9.9375;485.9583333333333;142764.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;219.24500000000242
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;-1.0;76.0;157.0;13.0;11.0;30.0;9.8125;485.9583333333333;33135.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;220.81600000000242
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;38.0;47.0;11.0;10.0;11.0;9.4;547.9583333333334;130059.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;219.74000000000242
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;-1.0;26.0;33.0;11.0;10.0;7.0;8.25;639.0;156449.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;221.31100000000242
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;-1.0;42.0;140.0;10.0;8.0;2.0;8.2352941176;639.0;108644.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;220.23500000000243
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;3.0;68.0;131.0;12.0;12.0;5.0;8.7333333333;731.0;172730.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;219.15900000000244
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;6.0;82.0;295.0;14.0;11.0;5.0;8.1944444444;485.9583333333333;104214.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;220.73000000000243
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;64.0;158.0;11.0;10.0;3.0;8.7777777778;762.0;103260.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;222.30100000000243
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;2.0;30.0;53.0;13.0;11.0;4.0;8.8333333333;577.9583333333334;119315.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;223.87200000000243
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;9.0;40.0;102.0;11.0;7.0;5.0;8.5;547.9583333333334;178966.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;225.44300000000243
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;8.0;19.0;32.0;12.0;10.0;6.0;10.666666667;456.9583333333333;106538.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;224.36700000000243
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;7.0;77.0;165.0;11.0;10.0;15.0;8.6842105263;577.9583333333334;98565.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;223.29100000000244
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;-1.0;65.0;129.0;12.0;12.0;9.0;9.2142857143;731.0;120166.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;224.86200000000244
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;27.0;69.0;12.0;12.0;4.0;9.8571428571;485.9583333333333;74419.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;226.43300000000244
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;-1.0;82.0;260.5;12.0;10.0;3.0;8.9827586207;762.0;106719.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;228.00400000000243
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;6.0;-1.0;58.0;93.0;13.0;13.0;12.0;9.3;639.0;134619.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;229.57500000000243
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;5.0;49.0;210.0;10.0;10.0;3.0;8.4;577.9583333333334;83708.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;231.14600000000243
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;5.0;-1.0;37.0;64.0;12.0;12.0;5.0;9.1428571429;547.9583333333334;123813.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;230.07000000000244
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;76.0;307.0;13.0;10.0;1.0;9.303030303;670.0;170229.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;231.64100000000244
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;8.0;18.0;30.0;10.0;10.0;4.0;10.0;485.9583333333333;15717.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;230.56500000000244
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;5.0;55.0;100.0;12.0;10.0;7.0;9.0909090909;547.9583333333334;52592.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;232.13600000000244
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;7.0;48.0;108.0;12.0;12.0;2.0;9.0;547.9583333333334;71805.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;231.06000000000245
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;5.0;6.0;32.0;71.0;13.0;10.0;3.0;10.142857143;485.9583333333333;114539.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;232.63100000000244
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;7.0;70.0;220.0;14.0;10.0;4.0;8.8;119.95833333333333;111094.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;231.55500000000245
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;4.0;6.0;66.0;129.0;12.0;10.0;3.0;9.9230769231;485.9583333333333;129356.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;230.47900000000246
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;3.0;63.0;92.0;12.0;10.0;18.0;8.3636363636;547.9583333333334;102971.0;"0";0.8333333333333334;0.16666666666666666;"1";-1.076;229.40300000000246
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;5.0;52.0;100.0;10.0;10.0;10.0;8.3333333333;547.9583333333334;175719.0;"1";0.8333333333333334;0.16666666666666666;"1";1.571;230.97400000000246
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;9.0;62.0;320.0;14.0;6.0;4.0;9.696969697;547.9583333333334;166360.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;229.89800000000247
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;1.0;98.0;214.5;15.0;10.0;3.0;6.9193548387;181.95833333333334;1920.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;231.46900000000247
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;2.0;22.0;32.0;12.0;10.0;3.0;10.666666667;547.9583333333334;170935.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;233.04000000000246
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;6.0;68.0;118.0;14.0;14.0;4.0;7.8666666667;547.9583333333334;81795.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;231.96400000000247
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;17.0;32.0;12.0;12.0;1.0;10.666666667;577.9583333333334;37960.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;230.88800000000248
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;8.0;151.0;378.0;20.0;5.0;10.0;6.1967213115;150.95833333333334;14145.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;229.81200000000248
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;21.0;30.0;10.0;10.0;5.0;10.0;547.9583333333334;22782.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;231.38300000000248
0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;-1.0;-1.0;53.0;149.0;12.0;11.0;6.0;9.9333333333;639.0;165563.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;230.3070000000025
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;8.0;86.0;220.0;15.0;3.0;3.0;8.4615384615;119.95833333333333;63290.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;229.2310000000025
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;4.0;34.0;51.0;13.0;13.0;12.0;10.2;639.0;62704.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;230.8020000000025
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;4.0;58.0;102.0;14.0;12.0;10.0;9.2727272727;485.9583333333333;70284.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;229.7260000000025
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7.0;-1.0;63.0;107.0;14.0;14.0;5.0;8.2307692308;516.9583333333334;111052.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;228.6500000000025
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;21.0;34.0;12.0;12.0;6.0;11.333333333;547.9583333333334;112172.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;230.2210000000025
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;5.0;21.0;30.0;10.0;10.0;3.0;10.0;547.9583333333334;94285.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;229.1450000000025
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;53.0;56.0;14.0;14.0;5.0;7.0;485.9583333333333;79022.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;230.7160000000025
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;28.0;70.0;10.0;10.0;4.0;10.0;577.9583333333334;20567.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;229.64000000000252
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;-1.0;101.0;161.0;20.0;10.0;4.0;9.4705882353;181.95833333333334;9605.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;228.56400000000252
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;7.0;21.0;32.0;12.0;10.0;3.0;10.666666667;577.9583333333334;29777.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;230.13500000000252
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;9.0;69.0;98.0;14.0;14.0;12.0;8.1666666667;547.9583333333334;114678.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;229.05900000000253
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;-1.0;58.0;94.0;14.0;14.0;7.0;7.8333333333;516.9583333333334;174635.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;227.98300000000253
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;17.0;32.0;12.0;12.0;1.0;10.666666667;547.9583333333334;162994.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;229.55400000000253
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;-1.0;84.0;261.0;15.0;3.0;4.0;4.2786885246;485.9583333333333;32359.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;231.12500000000253
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;55.0;103.0;14.0;14.0;4.0;6.0588235294;547.9583333333334;182547.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;230.04900000000254
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7.0;5.0;24.0;40.0;10.0;10.0;6.0;10.0;547.9583333333334;97689.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;231.62000000000253
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;-1.0;50.0;98.0;13.0;11.0;13.0;9.8;731.0;172214.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;233.19100000000253
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;9.0;64.0;107.0;14.0;13.0;7.0;9.7272727273;485.9583333333333;167763.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;234.76200000000253
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;6.0;8.0;81.0;280.0;14.0;7.0;2.0;7.3684210526;547.9583333333334;91756.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;236.33300000000253
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;5.0;37.0;65.0;12.0;11.0;12.0;10.833333333;577.9583333333334;65245.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;237.90400000000253
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;8.0;33.0;62.0;12.0;10.0;5.0;10.333333333;670.0;86605.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;236.82800000000253
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;4.0;29.0;57.0;13.0;13.0;12.0;11.4;547.9583333333334;87706.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;238.39900000000253
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;5.0;21.0;30.0;10.0;10.0;1.0;10.0;639.0;124697.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;237.32300000000254
0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;-1.0;-1.0;30.0;43.0;12.0;10.0;10.0;10.75;609.0;52588.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;238.89400000000253
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;9.0;66.0;128.0;13.0;12.0;9.0;9.8461538462;547.9583333333334;162208.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;240.46500000000253
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;55.0;63.0;14.0;6.0;27.0;9.0;577.9583333333334;30051.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;242.03600000000253
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;48.0;133.0;13.0;13.0;9.0;11.083333333;547.9583333333334;57928.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;243.60700000000253
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;7.0;65.0;111.0;14.0;6.0;21.0;9.25;547.9583333333334;145994.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;242.53100000000254
0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;-1.0;-1.0;66.0;183.0;14.0;11.0;16.0;7.32;547.9583333333334;44800.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;244.10200000000253
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;2.0;34.0;49.0;12.0;12.0;3.0;9.8;547.9583333333334;44705.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;245.67300000000253
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;2.0;66.0;191.0;13.0;10.0;3.0;10.052631579;731.0;70526.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;244.59700000000254
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;7.0;30.0;40.0;10.0;10.0;16.0;10.0;547.9583333333334;66830.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;246.16800000000254
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;8.0;25.0;42.0;12.0;12.0;2.0;10.5;639.0;141396.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;247.73900000000253
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;2.0;55.0;90.0;14.0;10.0;3.0;9.0;516.9583333333334;46102.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;246.66300000000254
0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;56.0;187.0;12.0;12.0;3.0;9.8421052632;731.0;127202.0;"0";0.8541666666666666;0.14583333333333334;"1";-1.076;245.58700000000255
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;4.0;22.0;34.0;12.0;12.0;4.0;11.333333333;577.9583333333334;171215.0;"1";0.8541666666666666;0.14583333333333334;"1";1.571;247.15800000000254
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7.0;7.0;63.0;137.0;14.0;10.0;6.0;9.7857142857;547.9583333333334;155541.0;"1";0.875;0.125;"1";1.571;248.72900000000254
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;4.0;42.0;140.0;14.0;14.0;5.0;8.75;516.9583333333334;98470.0;"1";0.875;0.125;"1";1.571;250.30000000000254
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;-1.0;68.0;115.0;14.0;13.0;6.0;9.5833333333;577.9583333333334;73217.0;"0";0.875;0.125;"1";-1.076;249.22400000000255
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;7.0;63.0;107.0;14.0;14.0;14.0;9.7272727273;456.9583333333333;85913.0;"1";0.875;0.125;"1";1.571;250.79500000000255
1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;4.0;27.0;54.0;14.0;12.0;2.0;10.8;516.9583333333334;54013.0;"0";0.875;0.125;"1";-1.076;249.71900000000255
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;-1.0;-1.0;44.0;136.0;15.0;0.0;6.0;7.1578947368;304.0;188103.0;"0";0.875;0.125;"1";-1.076;248.64300000000256
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;6.0;-1.0;67.0;112.0;14.0;14.0;14.0;9.3333333333;516.9583333333334;79242.0;"0";0.875;0.125;"1";-1.076;247.56700000000257
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;3.0;108.0;310.0;16.0;10.0;3.0;9.3939393939;150.95833333333334;5180.0;"1";0.875;0.125;"1";1.571;249.13800000000256
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;-1.0;27.0;35.0;14.0;14.0;4.0;8.75;547.9583333333334;42543.0;"1";0.875;0.125;"1";1.571;250.70900000000256
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;2.0;139.0;465.0;15.0;10.0;2.0;8.6111111111;119.95833333333333;190666.0;"1";0.875;0.125;"1";1.571;252.28000000000256
0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;100.0;155.0;15.0;13.0;3.0;6.4583333333;456.9583333333333;14717.0;"1";0.875;0.125;"1";1.571;253.85100000000256
